-0.497600	-0.204693	0.062788	-0.486238	0.454604	-0.539877	-0.363400	0.041014
-0.035311	-0.013467	0.003341	-0.034031	0.031188	-0.039457	-0.023892	0.002869
-0.043394	-0.016613	0.004191	-0.041853	0.038401	-0.048408	-0.029489	0.003523
0.003687	0.001703	-0.000750	0.003706	-0.003603	0.003746	0.003096	-0.000285
-0.082216	-0.031749	0.008295	-0.079434	0.073071	-0.091374	-0.056415	0.006666
0.065181	0.025640	-0.007216	0.063217	-0.058479	0.071853	0.045678	-0.005259
0.001714	0.000935	-0.000544	0.001796	-0.001843	0.001559	0.001731	-0.000125
-0.068730	-0.026486	0.006865	-0.066377	0.061023	-0.076455	-0.047052	0.005574
0.008149	0.003438	-0.001218	0.008023	-0.007583	0.008690	0.006183	-0.000645
-0.116813	-0.045290	0.011996	-0.112948	0.104019	-0.129604	-0.080498	0.009473
0.087546	0.034370	-0.009589	0.084872	-0.078461	0.096597	0.061206	-0.007071
0.077625	0.030495	-0.008534	0.075264	-0.069594	0.085623	0.054314	-0.006267
0.318428	0.126889	-0.036220	0.309440	-0.287061	0.349464	0.225572	-0.025993
-0.018243	-0.006826	0.001549	-0.017515	0.015960	-0.020551	-0.012078	0.001489
0.053567	0.021113	-0.005990	0.051975	-0.048109	0.058996	0.037625	-0.004319
-0.028286	-0.010733	0.002603	-0.027232	0.024919	-0.031675	-0.019028	0.002301
0.011681	0.004812	-0.001589	0.011441	-0.010734	0.012603	0.008627	-0.000931
0.024663	0.009861	-0.002951	0.024003	-0.022315	0.026985	0.017610	-0.001981
-0.012127	-0.004447	0.000908	-0.011596	0.010504	-0.013774	-0.007845	0.000994
0.020747	0.008338	-0.002540	0.020214	-0.018822	0.022647	0.014900	-0.001664
0.024286	0.009715	-0.002911	0.023638	-0.021979	0.026567	0.017349	-0.001950
0.003963	0.001810	-0.000779	0.003973	-0.003850	0.004052	0.003287	-0.000307
0.031709	0.012603	-0.003690	0.030821	-0.028601	0.034790	0.022487	-0.002551
0.022418	0.008988	-0.002715	0.021830	-0.020312	0.024498	0.016056	-0.001799
0.005534	0.002421	-0.000944	0.005493	-0.005251	0.005793	0.004374	-0.000434
0.028727	0.011442	-0.003377	0.027935	-0.025941	0.031487	0.020422	-0.002309
0.013674	0.005587	-0.001798	0.013370	-0.012512	0.014812	0.010006	-0.001092
0.019299	0.007775	-0.002388	0.018813	-0.017530	0.021043	0.013898	-0.001547
0.006832	0.002926	-0.001080	0.006749	-0.006408	0.007230	0.005271	-0.000539
0.018119	0.007316	-0.002264	0.017671	-0.016477	0.019736	0.013081	-0.001451
