-0.042454	0.035974	-0.017374	-0.033425	-0.042974	-0.078239	-0.069963	-0.021594
0.151871	-0.129047	0.062920	0.120206	0.153581	0.274909	0.247218	0.077629
0.148216	-0.125927	0.061379	0.117291	0.149892	0.268504	0.241398	0.075745
0.242463	-0.206809	0.101965	0.193121	0.244793	0.427808	0.387779	0.124793
0.128075	-0.108752	0.052921	0.101258	0.129556	0.232941	0.209162	0.065383
-0.226357	0.192889	-0.094795	-0.179969	-0.228606	-0.401789	-0.363535	-0.116305
-0.096014	0.081441	-0.039473	-0.075743	-0.097155	-0.175796	-0.157523	-0.048924
0.104310	-0.088522	0.043011	0.082396	0.105542	0.190459	0.170804	0.053196
0.034911	-0.029606	0.014369	0.027557	0.035339	0.064101	0.057381	0.017780
-0.121383	0.103025	-0.050030	-0.095860	-0.122795	-0.221309	-0.198572	-0.061921
0.037105	-0.031467	0.015270	0.029287	0.037560	0.068131	0.060989	0.018897
0.052368	-0.044410	0.021544	0.041328	0.053007	0.096120	0.086055	0.026672
-0.349695	0.300284	-0.151180	-0.281751	-0.352021	-0.590293	-0.542108	-0.182224
-0.019833	0.016796	-0.008087	-0.015589	-0.020077	-0.036665	-0.032756	-0.010078
-0.033547	0.028421	-0.013715	-0.026400	-0.033958	-0.061884	-0.055321	-0.017059
-0.015506	0.013128	-0.006311	-0.012179	-0.015697	-0.028701	-0.025631	-0.007876
-0.025056	0.021223	-0.010230	-0.019706	-0.025364	-0.046275	-0.041353	-0.012736
-0.001340	0.001122	-0.000502	-0.001016	-0.001357	-0.002614	-0.002299	-0.000669
-0.019783	0.016753	-0.008066	-0.015550	-0.020026	-0.036573	-0.032673	-0.010052
0.002239	-0.001912	0.000965	0.001805	0.002267	0.003979	0.003596	0.001152
-0.022032	0.018660	-0.008989	-0.017323	-0.022303	-0.040713	-0.036377	-0.011198
-0.034911	0.029578	-0.014275	-0.027476	-0.035339	-0.064391	-0.057565	-0.017753
-0.003522	0.002972	-0.001397	-0.002735	-0.003566	-0.006633	-0.005895	-0.001779
-0.023949	0.020285	-0.009775	-0.018834	-0.024244	-0.044239	-0.039531	-0.012173
-0.005793	0.004896	-0.002328	-0.004524	-0.005864	-0.010815	-0.009634	-0.002934
-0.024204	0.020501	-0.009880	-0.019034	-0.024501	-0.044708	-0.039951	-0.012303
-0.020816	0.017629	-0.008490	-0.016364	-0.021071	-0.038474	-0.034374	-0.010578
-0.021595	0.018290	-0.008809	-0.016979	-0.021861	-0.039909	-0.035657	-0.010975
-0.022374	0.018950	-0.009129	-0.017593	-0.022649	-0.041342	-0.036940	-0.011372
-0.023649	0.020031	-0.009652	-0.018598	-0.023940	-0.043688	-0.039038	-0.012021
-0.023541	0.019939	-0.009608	-0.018512	-0.023830	-0.043488	-0.038859	-0.011965
-0.017332	0.014676	-0.007060	-0.013618	-0.017545	-0.032063	-0.028638	-0.008805
-0.020574	0.017424	-0.008390	-0.016173	-0.020827	-0.038029	-0.033975	-0.010455
-0.023433	0.019848	-0.009564	-0.018427	-0.023722	-0.043291	-0.038683	-0.011910
-0.020228	0.017130	-0.008248	-0.015900	-0.020476	-0.037392	-0.033406	-0.010279
-0.023961	0.020295	-0.009780	-0.018843	-0.024255	-0.044261	-0.039551	-0.012179
-0.015128	0.012808	-0.006156	-0.011881	-0.015314	-0.028005	-0.025009	-0.007684
-0.023441	0.019854	-0.009567	-0.018433	-0.023729	-0.043304	-0.038694	-0.011914
-0.020849	0.017657	-0.008503	-0.016390	-0.021105	-0.038535	-0.034428	-0.010595
-0.037923	0.032132	-0.015512	-0.029851	-0.038387	-0.069921	-0.062516	-0.019287
0.127720	-0.108450	0.052772	0.100976	0.129198	0.232312	0.208593	0.065201
0.174506	-0.148396	0.072515	0.138297	0.176411	0.314210	0.283032	0.089324
0.256476	-0.218925	0.108183	0.204541	0.258857	0.450287	0.408772	0.132185
0.197079	-0.167741	0.082181	0.156415	0.199154	0.352725	0.318322	0.101042
-0.258117	0.220319	-0.108826	-0.205801	-0.260497	-0.453126	-0.411367	-0.133026
-0.057703	0.048908	-0.023646	-0.045457	-0.058405	-0.106168	-0.094986	-0.029364
0.134591	-0.114305	0.055650	0.106440	0.136137	0.244495	0.219621	0.068732
-0.007728	0.006536	-0.003122	-0.006049	-0.007823	-0.014379	-0.012822	-0.003919
-0.058656	0.049717	-0.024038	-0.046210	-0.059369	-0.107911	-0.096548	-0.029850
-0.026787	0.022691	-0.010940	-0.021071	-0.027116	-0.049458	-0.044202	-0.013617
